id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1280279922280476672,1279071207804018688,2020-07-07 02:18:14 Turkey Standard Time,2020-07-07,02:18:14,+0300,3795717683,seninlei61,Fırtına,,@meral_aksener Merak Hanım Başakşehire karşı Galatasaray’a destek vermiştiniz. Şimdi Trabzonspor’un hakkını yiyorlar. Trabzon’u savunursanız Bu halk bunu ilelebet unutmaz bu halktan oyunuz artar. Lütfen Bize ses olun  #GökselVarsaAkpyeOyYok,tr,[],[],[],0,0,0,['gökselvarsaakpyeoyyok'],[],https://twitter.com/seninlei61/status/1280279922280476672,False,,0,,,,,,,,"[{'screen_name': 'meral_aksener', 'name': 'Meral Akşener', 'id': '590346965'}]",,,,
1280276549187461120,1279870177472065537,2020-07-07 02:04:50 Turkey Standard Time,2020-07-07,02:04:50,+0300,2265016052,demirdemirvuran,Demir Düzenyıkan,,"@meral_aksener Partiniz de ahlâksızlar edebsizler var bu nasıl iyi olmaktır ?  Ağzı bozukları susturur musunuz yoksa aynı üslub ve zaviyeden herkes konuşsun mu ?  Bu ne terbiyesiz bir kadın yahu, evladı, eşi, anası babası yok mu, nerden buldunuz onu yol kavşağından mı aldınız ?",tr,[],[],[],0,0,0,[],[],https://twitter.com/demirdemirvuran/status/1280276549187461120,False,,0,,,,,,,,"[{'screen_name': 'meral_aksener', 'name': 'Meral Akşener', 'id': '590346965'}]",,,,
1280270005997838353,1279870177472065537,2020-07-07 01:38:50 Turkey Standard Time,2020-07-07,01:38:50,+0300,1255569761632686082,onurt88717659,Bilge Adam,,"@meral_aksener HDP ile işbirliği yaparak mı? Gülünç oluyor, lütfen yapmayın sayın başkan...",tr,[],[],[],0,0,0,[],[],https://twitter.com/ONURT88717659/status/1280270005997838353,False,,0,,,,,,,,"[{'screen_name': 'meral_aksener', 'name': 'Meral Akşener', 'id': '590346965'}]",,,,
1280266768406188039,1280266768406188039,2020-07-07 01:25:58 Turkey Standard Time,2020-07-07,01:25:58,+0300,1176184939601113093,mustafasinangl1,Mustafa Sinan Güler,,@meral_aksener,und,[],[],[],0,0,0,[],[],https://twitter.com/MustafaSinanGl1/status/1280266768406188039,False,https://twitter.com/salvadorciziyor/status/1280111122926964737,0,,,,,,,,[],,,,
1280262968266104832,1280262968266104832,2020-07-07 01:10:52 Turkey Standard Time,2020-07-07,01:10:52,+0300,1176184939601113093,mustafasinangl1,Mustafa Sinan Güler,,@meral_aksener,und,[],[],[],0,0,0,[],[],https://twitter.com/MustafaSinanGl1/status/1280262968266104832,False,https://twitter.com/artihabercom/status/1280079153446948865,0,,,,,,,,[],,,,
1280262362835177472,1280262362835177472,2020-07-07 01:08:28 Turkey Standard Time,2020-07-07,01:08:28,+0300,1176184939601113093,mustafasinangl1,Mustafa Sinan Güler,,@meral_aksener   https://t.co/dq8k2GpSX7,und,[],['https://www.facebook.com/photo.php?fbid=305338583939460&set=pcb.1376566282539637&type=3&theater'],[],0,0,0,[],[],https://twitter.com/MustafaSinanGl1/status/1280262362835177472,False,,0,,,,,,,,[],,,,
1280260722266693632,1280260722266693632,2020-07-07 01:01:56 Turkey Standard Time,2020-07-07,01:01:56,+0300,1265041672385200129,feray77487166,feray,,@meral_aksener  @kilicdarogluk  #herşeycokgüzelolacak dediniz hadi iyi seyirler sene 2020 !!!! Yazık ettiniz canım İstanbul ‘a yazık...  https://t.co/WqUD0O1gn6,tr,"[{'screen_name': 'kilicdarogluk', 'name': 'kemal kılıçdaroğlu', 'id': '154140901'}]",[],['https://pbs.twimg.com/media/EcRmVwdWoAY45ib.jpg'],0,0,0,['herşeycokgüzelolacak'],[],https://twitter.com/feray77487166/status/1280260722266693632,False,,1,https://pbs.twimg.com/media/EcRmVwdWoAY45ib.jpg,,,,,,,[],,,,
1280258434265313280,1280258434265313280,2020-07-07 00:52:51 Turkey Standard Time,2020-07-07,00:52:51,+0300,1189673827158114310,eren41284255,Eren,,@meral_aksener @iyiparti @cesuraylin @cemilcelik32 @batuhansezer006 doğru bildiği yoldan şaşmadan mücadele edin daima Türk milletimizin yanında olan Milletin hakkını savunduğu için yandaş ın Hedef tahtasına oturan Sayın vekilim her türlü kumpasa karşı sonuna kadar yanındayız  https://t.co/U7gYo3zfXT,tr,"[{'screen_name': 'iyiparti', 'name': 'i̇yi̇ parti', 'id': '902503200728731649'}, {'screen_name': 'cesuraylin', 'name': 'aylin cesur', 'id': '219688422'}, {'screen_name': 'cemilcelik32', 'name': 'cemi̇l çeli̇k 🇹🇷', 'id': '341687630'}, {'screen_name': 'batuhansezer006', 'name': 'haberanaliz.net', 'id': '1575861294'}]",[],['https://pbs.twimg.com/media/EcRkQrsWoAI_BI6.jpg'],0,0,0,[],[],https://twitter.com/Eren41284255/status/1280258434265313280,False,,1,https://pbs.twimg.com/media/EcRkQrsWoAI_BI6.jpg,,,,,,,[],,,,
1280256246789144578,1273162494329184257,2020-07-07 00:44:09 Turkey Standard Time,2020-07-07,00:44:09,+0300,1278758590929678337,sahade_huseyin,Huseyin Sahade,,@meral_aksener Meral Akşener başkanım. Hükümet düğün salonu düğün serbest eti ama. Oynamak yasak bu nasıl bir izin oynamaya izin verilmiyor niye açtı ozaman saloncu mağdur düğün sahibi mağdur  duyurunun lütfen saygılar sunuyorum efendim,tr,[],[],[],0,1,1,[],[],https://twitter.com/sahade_huseyin/status/1280256246789144578,False,,0,,,,,,,,"[{'screen_name': 'meral_aksener', 'name': 'Meral Akşener', 'id': '590346965'}]",,,,
1280253799173632000,1280253799173632000,2020-07-07 00:34:26 Turkey Standard Time,2020-07-07,00:34:26,+0300,107142158,aydinaslan44,Aydın Aslan,,@meral_aksener @LutfuTurkkan @korayaydintr @SBugraKavuncu @serkanyalim1  @iyiparti @iyiparti_avc @yavuzagiraliog @iyipartiist  https://t.co/zKjcKLeuGi,und,"[{'screen_name': 'lutfuturkkan', 'name': 'lütfü türkkan', 'id': '176329831'}, {'screen_name': 'korayaydintr', 'name': 'koray aydın', 'id': '408546169'}, {'screen_name': 'sbugrakavuncu', 'name': 'buğra kavuncu', 'id': '834833095'}, {'screen_name': 'serkanyalim1', 'name': 'serkan yalim', 'id': '956471828825985024'}, {'screen_name': 'iyiparti', 'name': 'i̇yi̇ parti', 'id': '902503200728731649'}, {'screen_name': 'iyiparti_avc', 'name': 'i̇yi̇ parti avcılar', 'id': '949383539455381504'}, {'screen_name': 'yavuzagiraliog', 'name': 'yavuz ağıralioğlu', 'id': '1283532661'}, {'screen_name': 'iyipartiist', 'name': 'i̇yi parti istanbul', 'id': '922955418200100864'}]",[],['https://pbs.twimg.com/media/EcRgB6jXgAIOZjL.jpg'],0,1,4,[],[],https://twitter.com/aydinaslan44/status/1280253799173632000,False,,1,https://pbs.twimg.com/media/EcRgB6jXgAIOZjL.jpg,,,,,,,[],,,,
