id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1427996152201457670,1427996152201457670,2021-08-18 17:09:48 Turkey Standard Time,2021-08-18,17:09:48,+0300,1426989459522965504,mahmut29152360,Mahmut,,@RTErdogan @dbdevletbahceli @suleymansoylu @MHP_Bilgi @AKPartiTBMMGrup Peygamber bugünlerde selam vermenin cok sevap olduğunu söylemiş .Selam iylik yapın dua alın anlamındadır #ehliyetaffı Maduru Aileleri  hastaları söför esnafı cok zor durumda hadi birlik zamani,tr,"[{'screen_name': 'dbdevletbahceli', 'name': 'devlet bahçeli', 'id': '214017108'}, {'screen_name': 'suleymansoylu', 'name': 'süleyman soylu', 'id': '18971997'}, {'screen_name': 'mhp_bilgi', 'name': 'mhp', 'id': '161355169'}, {'screen_name': 'akpartitbmmgrup', 'name': 'tbmm ak parti grup başkanlığı', 'id': '1301478276435763202'}]",[],[],0,0,0,['ehliyetaffı'],[],https://twitter.com/Mahmut29152360/status/1427996152201457670,False,,0,,,,,,,,[],,,,
1427995981765873669,1427981193744691214,2021-08-18 17:09:07 Turkey Standard Time,2021-08-18,17:09:07,+0300,305207022,eyerueth,Jerri K MBA,,@RTErdogan 🇪🇹🇪🇹🇪🇹,und,[],[],[],0,0,0,[],[],https://twitter.com/eyerueth/status/1427995981765873669,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}]",,,,
1427995937939488772,1427981193744691214,2021-08-18 17:08:57 Turkey Standard Time,2021-08-18,17:08:57,+0300,1602547766,mekuriaabay,ሽብሩ MinsterOf✌🏽,,@RTErdogan @messiassefa Thank you 🇹🇷 for being a good friend at this difficult time!,en,[],[],[],0,0,1,[],[],https://twitter.com/mekuriaabay/status/1427995937939488772,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}, {'screen_name': 'messiassefa', 'name': 'Mesenbet Assefa', 'id': '379728640'}]",,,,
1427995847439142914,1427981193744691214,2021-08-18 17:08:35 Turkey Standard Time,2021-08-18,17:08:35,+0300,1422647125733691400,baybars93027135,Baybars,,@RTErdogan 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 Başkomutanımız rte,tr,[],[],[],0,0,0,[],[],https://twitter.com/Baybars93027135/status/1427995847439142914,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}]",,,,
1427995673132249093,1427981193744691214,2021-08-18 17:07:54 Turkey Standard Time,2021-08-18,17:07:54,+0300,1320784351,neyoni29,MAB -NEYO 🇪🇹🇪🇷🇰🇪🇩🇯🇸🇩🇸🇴🇸🇸,,"@RTErdogan @messiassefa Dünyanın en iyi iki lideri! Büyük ülke liderleri! Sonuçta, uzun zamandır arkadaşsınız. Biz Etiyopyalılar, ülkemizin refahı için yaptığınız her şey için içtenlikle minnettarız. @RTErdogan @AbiyAhmedAli @TC_AddisAbabaBE",tr,"[{'screen_name': 'rterdogan', 'name': 'recep tayyip erdoğan', 'id': '68034431'}, {'screen_name': 'abiyahmedali', 'name': 'abiy ahmed ali 🇪🇹', 'id': '1168167671151628290'}, {'screen_name': 'tc_addisabababe', 'name': 'turkey in ethiopia', 'id': '2370372744'}]",[],[],0,0,0,[],[],https://twitter.com/neyoni29/status/1427995673132249093,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}, {'screen_name': 'messiassefa', 'name': 'Mesenbet Assefa', 'id': '379728640'}]",,,,
1427995440927158273,1427995440927158273,2021-08-18 17:06:58 Turkey Standard Time,2021-08-18,17:06:58,+0300,1395649951200423938,bayramadgzel19,Bayram Adıgüzel,,"@RTErdogan Biliyor musunuz❓#SüresizNafaka mağdurları borçlarının ne zaman biteceğini bilmezler. @RTErdogan @abdulhamitgul @ZehraZumrutS #ÖmürBoyuNafaka ödemenin #ADALET siz olduğunu düzenleme getirileceğini söyleyeli 1200 güne yaklaştı.Sonuçsa ""0""oldu maalesef Mağdurlar açıklama",tr,"[{'screen_name': 'rterdogan', 'name': 'recep tayyip erdoğan', 'id': '68034431'}, {'screen_name': 'abdulhamitgul', 'name': 'abdulhamit gül', 'id': '155534196'}, {'screen_name': 'zehrazumruts', 'name': 'zehra zümrüt selçuk', 'id': '1016593091480948736'}]",[],[],0,0,0,"['süresiznafaka', 'ömürboyunafaka', 'adalet']",[],https://twitter.com/BayramAdgzel19/status/1427995440927158273,False,,0,,,,,,,,[],,,,
1427995392596131849,1427981193744691214,2021-08-18 17:06:47 Turkey Standard Time,2021-08-18,17:06:47,+0300,2192220324,habteesh,Habtamu Eshetu,,@RTErdogan We thank you!,en,[],[],[],0,0,0,[],[],https://twitter.com/HabteEsh/status/1427995392596131849,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}]",,,,
1427994607946801152,1427981193744691214,2021-08-18 17:03:40 Turkey Standard Time,2021-08-18,17:03:40,+0300,1367492846408892424,burakdz02102586,Burak düz,,@RTErdogan Türkiyede aciz aç iş ve uğraşı Terapisi Teknikerliği yüksek atama bekliyor dayanacak halimiz kalmadi,tr,[],[],[],0,0,0,[],[],https://twitter.com/Burakdz02102586/status/1427994607946801152,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}]",,,,
1427994594482933760,1427981193744691214,2021-08-18 17:03:36 Turkey Standard Time,2021-08-18,17:03:36,+0300,1276323154403586051,hagere_et,🇪🇹ኢትዮጵያ 🇪🇹,,@RTErdogan @t_abdeta Thank you mr president,en,[],[],[],0,0,1,[],[],https://twitter.com/Hagere_Et/status/1427994594482933760,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}, {'screen_name': 't_abdeta', 'name': 'Michael T. Abdeta', 'id': '1338786990263853056'}]",,,,
1427994398839738372,1427981193744691214,2021-08-18 17:02:50 Turkey Standard Time,2021-08-18,17:02:50,+0300,1208835210017755138,ley_la_r_te,𝓛 e𝓨𝓛 a 𝓡 t𝓔,,@RTErdogan Reisim @RTErdogan  Selamün aleyküm Aşüre günümüz mübarek olsun Reisçilerr💚,tr,"[{'screen_name': 'rterdogan', 'name': 'recep tayyip erdoğan', 'id': '68034431'}]",[],[],1,0,7,[],[],https://twitter.com/Ley_La_R_te/status/1427994398839738372,False,,0,,,,,,,,"[{'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': '68034431'}]",,,,
